h3_9,lat,lon,nearest_highway,road_criticality,hospital,market,retail,school,transit,n_poi,osm_context
89618925c27ffff,12.925781375510203,77.6087741510204,secondary,0.6,1.0,0.0,1.0,0.0,1.0,3,"secondary road, 1 retail, 1 hospital, 1 transit"
8960145b4c3ffff,12.9787633,77.59912592352941,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
89618925d17ffff,12.91689908852459,77.59683965737706,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145b14bffff,12.998101822916666,77.55809398333334,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960145b107ffff,12.984680355162912,77.54917162171171,tertiary,0.45,0.0,0.0,1.0,2.0,3.0,6,"tertiary road, 1 retail, 2 school, 3 transit"
896189242afffff,12.906434069376663,77.62933996160638,motorway,1.0,1.0,0.0,0.0,1.0,1.0,3,"motorway road, 1 school, 1 hospital, 1 transit"
8961892cc6fffff,13.04172758888889,77.61381037222222,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a3b3ffff,12.947341877777776,77.52433875925927,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
8961892e47bffff,12.985817466666669,77.70820854,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
8960145b483ffff,12.971719432596686,77.59432869779006,tertiary,0.45,0.0,0.0,0.0,1.0,1.0,2,"tertiary road, 1 school, 1 transit"
8960145a65bffff,12.957706929629628,77.57200035,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
89618924b77ffff,12.909509227674365,77.55012100954568,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
8961892e4b7ffff,12.96687914433223,77.70235096454903,tertiary,0.45,1.0,0.0,0.0,0.0,0.0,1,"tertiary road, 1 hospital"
8960145901bffff,13.046365166666666,77.54865547692307,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892586fffff,12.950721312068966,77.59619024482758,residential,0.25,0.0,0.0,0.0,0.0,1.0,1,"residential road, 1 transit"
896189209cfffff,12.936332547331068,77.7052113980877,tertiary,0.45,1.0,0.0,0.0,1.0,0.0,2,"tertiary road, 1 school, 1 hospital"
8960145a393ffff,12.947519518421052,77.53351687105264,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
89618920aa7ffff,12.955510868575672,77.71802466425184,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145a26bffff,12.974340195346292,77.54519293219272,primary,0.8,2.0,0.0,1.0,1.0,4.0,8,"primary road, 1 retail, 1 school, 2 hospital, 4 transit"
89618925957ffff,12.937614765311926,77.58477363880257,residential,0.25,2.0,0.0,0.0,3.0,2.0,7,"residential road, 3 school, 2 hospital, 2 transit"
8961892ccd3ffff,13.028162823529412,77.63190612941176,trunk,0.9,1.0,0.0,0.0,1.0,2.0,4,"trunk road, 1 school, 1 hospital, 2 transit"
89618924b2bffff,12.90700224728655,77.54643603282757,residential,0.25,1.0,0.0,1.0,0.0,2.0,4,"residential road, 1 retail, 1 hospital, 2 transit"
8960145a6cbffff,12.951482962962965,77.57336248148148,primary,0.8,1.0,0.0,0.0,2.0,3.0,6,"primary road, 2 school, 1 hospital, 3 transit"
8960145b14fffff,12.994778691942471,77.55455738306604,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
8961892718fffff,12.875632094285711,77.67087175285715,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89618926217ffff,12.85537369018888,77.66425848164423,tertiary_link,0.2,3.0,0.0,0.0,0.0,5.0,8,"tertiary_link road, 3 hospital, 5 transit"
896014598dbffff,13.0484533968,77.498336064,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
8960145a357ffff,12.960585683680556,77.52928558090278,residential,0.25,2.0,0.0,0.0,1.0,4.0,7,"residential road, 1 school, 2 hospital, 4 transit"
8960145a133ffff,12.931902331848914,77.51565859203161,residential,0.25,2.0,0.0,0.0,0.0,1.0,3,"residential road, 2 hospital, 1 transit"
8961892da2bffff,13.12229123235294,77.63082122058825,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89618920957ffff,12.936973065064722,77.70273583729437,tertiary,0.45,0.0,0.0,1.0,1.0,0.0,2,"tertiary road, 1 retail, 1 school"
896189264cbffff,12.823250673913044,77.68542272173913,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a2bbffff,12.955963246969697,77.54635768787878,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
896014594c3ffff,13.03134715,77.5700957388889,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8960169738bffff,13.160805875,77.59560073125,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618925453ffff,12.93052533530535,77.68537646862933,tertiary,0.45,2.0,0.0,0.0,0.0,0.0,2,"tertiary road, 2 hospital"
89618920a9bffff,12.956420242725056,77.73203486229328,primary,0.8,1.0,0.0,1.0,1.0,0.0,3,"primary road, 1 retail, 1 school, 1 hospital"
8960145862bffff,13.005046964285714,77.52821881904762,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925a33ffff,12.961235121238936,77.6000945477876,tertiary,0.45,0.0,0.0,2.0,0.0,1.0,3,"tertiary road, 2 retail, 1 transit"
8960145867bffff,13.010709568181818,77.5357995909091,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
8961892e9b7ffff,12.974663216606029,77.60740227600533,unclassified,0.3,0.0,0.0,1.0,0.0,4.0,5,"unclassified road, 1 retail, 4 transit"
8960145b37bffff,13.01662094054054,77.55643537297297,trunk,0.9,0.0,0.0,0.0,0.0,2.0,2,"trunk road, 2 transit"
8960145a0cfffff,12.942322563636363,77.54839966969696,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
89601458417ffff,12.975865457142856,77.53120236309525,secondary,0.6,1.0,0.0,2.0,4.0,0.0,7,"secondary road, 2 retail, 4 school, 1 hospital"
8960145a323ffff,12.956629028134556,77.51869653027524,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
89618925b83ffff,12.947143756,77.590610432,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618925b07ffff,12.954633802884617,77.58311407596153,primary,0.8,1.0,0.0,0.0,1.0,0.0,2,"primary road, 1 school, 1 hospital"
896014591b7ffff,13.027914557142855,77.5188609,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89618925ba7ffff,12.94799498313253,77.57953424939758,secondary_link,0.2,0.0,0.0,0.0,0.0,0.0,0,secondary_link road
8960145a66fffff,12.95888933846154,77.55869745769232,residential,0.25,1.0,0.0,0.0,0.0,1.0,2,"residential road, 1 hospital, 1 transit"
8960145b46fffff,12.987557461904762,77.58256836190476,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8961892ec27ffff,12.97807081705069,77.6385422373272,secondary,0.6,4.0,1.0,1.0,3.0,3.0,12,"secondary road, 1 market, 1 retail, 3 school, 4 hospital, 3 transit"
89601459563ffff,13.030634262351628,77.53635987196172,trunk,0.9,1.0,0.0,0.0,0.0,1.0,2,"trunk road, 1 hospital, 1 transit"
89618925973ffff,12.9385520112975,77.57961398340508,residential,0.25,3.0,0.0,1.0,1.0,3.0,8,"residential road, 1 retail, 1 school, 3 hospital, 3 transit"
896014582d3ffff,13.01479136779661,77.53019588983051,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
8960145a223ffff,12.96477296188328,77.53916058436053,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
8960145a427ffff,12.925706533333337,77.54938369999999,trunk,0.9,1.0,0.0,1.0,0.0,2.0,4,"trunk road, 1 retail, 1 hospital, 2 transit"
896189259a7ffff,12.92454174574737,77.57489505046213,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
89601459e93ffff,13.04257976031746,77.51427582857143,trunk,0.9,1.0,0.0,0.0,0.0,4.0,5,"trunk road, 1 hospital, 4 transit"
8960145b18bffff,12.980725333998278,77.55818061116426,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8961892e9b3ffff,12.976513978947368,77.60885678421053,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618925817ffff,12.9368465155,77.60175085,primary_link,0.2,0.0,0.0,0.0,1.0,0.0,1,"primary_link road, 1 school"
8960145b51bffff,12.97174658235294,77.57359993529411,residential,0.25,2.0,0.0,0.0,1.0,0.0,3,"residential road, 1 school, 2 hospital"
89618925c2fffff,12.927883503296703,77.60917826373627,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8960145b547ffff,12.97734698977778,77.57077877622223,primary,0.8,0.0,0.0,0.0,0.0,26.0,26,"primary road, 26 transit"
89618920e9bffff,12.942150042857143,77.74753504285714,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145a27bffff,12.97190718076923,77.54691239871795,secondary,0.6,3.0,0.0,0.0,0.0,0.0,3,"secondary road, 3 hospital"
8961892abbbffff,13.054504351190475,77.76308787738095,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
89618921d57ffff,12.97527571818182,77.75098927272728,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
89601458413ffff,12.975833411111113,77.5334052888889,residential,0.25,2.0,0.0,0.0,1.0,0.0,3,"residential road, 1 school, 2 hospital"
8960145b587ffff,12.96312576923077,77.57006085769231,residential,0.25,0.0,0.0,1.0,1.0,0.0,2,"residential road, 1 retail, 1 school"
89618925b93ffff,12.947266063333332,77.59118493666666,residential,0.25,1.0,0.0,0.0,0.0,0.0,1,"residential road, 1 hospital"
8960145b593ffff,12.961737933858268,77.57648044645669,tertiary,0.45,1.0,0.0,0.0,3.0,7.0,11,"tertiary road, 3 school, 1 hospital, 7 transit"
8960145a51bffff,12.919249851931095,77.54212892901704,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b093ffff,12.984104248214283,77.57960253750001,secondary,0.6,1.0,0.0,0.0,0.0,0.0,1,"secondary road, 1 hospital"
8960145b33bffff,13.010692091666668,77.5516546375,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8960145b1abffff,12.982014916666667,77.54891587412935,primary,0.8,2.0,0.0,0.0,0.0,1.0,3,"primary road, 2 hospital, 1 transit"
89618924a8bffff,12.9063283,77.58138778214285,trunk,0.9,1.0,0.0,1.0,0.0,0.0,2,"trunk road, 1 retail, 1 hospital"
89618921d43ffff,12.978378616,77.75129837200001,primary,0.8,0.0,0.0,0.0,1.0,1.0,2,"primary road, 1 school, 1 transit"
8960145b337ffff,13.006315693276893,77.54863795210207,primary,0.8,1.0,0.0,0.0,2.0,3.0,6,"primary road, 2 school, 1 hospital, 3 transit"
896189258bbffff,12.934805736363636,77.60120218181818,primary,0.8,0.0,0.0,0.0,1.0,2.0,3,"primary road, 1 school, 2 transit"
8960145b54bffff,12.98052067881449,77.57470056706916,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145b55bffff,12.979358794984185,77.57641772806146,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b407ffff,12.97701690620155,77.58844377131783,tertiary,0.45,0.0,0.0,0.0,2.0,1.0,3,"tertiary road, 2 school, 1 transit"
89618925993ffff,12.92426985,77.58595981666666,secondary,0.6,0.0,0.0,2.0,0.0,0.0,2,"secondary road, 2 retail"
89618920e43ffff,12.956421246666666,77.74524258333332,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
89601458453ffff,12.98463052364956,77.53708053864756,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
89618925c37ffff,12.923188155737703,77.60997036065574,secondary,0.6,1.0,0.0,0.0,2.0,1.0,4,"secondary road, 2 school, 1 hospital, 1 transit"
8960145b427ffff,12.977509678695364,77.57893652681413,residential,0.25,0.0,0.0,2.0,1.0,0.0,3,"residential road, 2 retail, 1 school"
89618924e7bffff,12.90626154,77.59242019,trunk,0.9,0.0,0.0,1.0,0.0,0.0,1,"trunk road, 1 retail"
8960145b183ffff,12.98022105,77.5562509,secondary,0.6,0.0,0.0,0.0,2.0,0.0,2,"secondary road, 2 school"
89618925987ffff,12.92499446788478,77.58345438682497,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601690c2bffff,13.191143509939394,77.64610011503031,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925947ffff,12.93948288490566,77.58398016257861,residential,0.25,0.0,0.0,0.0,2.0,0.0,2,"residential road, 2 school"
896189249afffff,12.875982045326122,77.5440853651204,trunk,0.9,0.0,0.0,1.0,0.0,5.0,6,"trunk road, 1 retail, 5 transit"
89618925237ffff,12.959355407010792,77.65631053382768,primary,0.8,1.0,0.0,3.0,0.0,1.0,5,"primary road, 3 retail, 1 hospital, 1 transit"
8960145a353ffff,12.961627547619049,77.53372883809523,tertiary,0.45,2.0,0.0,0.0,1.0,4.0,7,"tertiary road, 1 school, 2 hospital, 4 transit"
8960145b297ffff,13.005502963636363,77.58081425818182,residential,0.25,0.0,0.0,2.0,1.0,1.0,4,"residential road, 2 retail, 1 school, 1 transit"
8961892ec7bffff,12.986590257070452,77.64806567218797,primary,0.8,0.0,0.0,0.0,1.0,0.0,1,"primary road, 1 school"
8961892f69bffff,13.04588733318182,77.75034258772727,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8961892ed93ffff,12.961315758799383,77.63553526073957,residential,0.25,0.0,0.0,1.0,2.0,0.0,3,"residential road, 1 retail, 2 school"
8960145ac07ffff,12.92522164117647,77.4987947117647,trunk,0.9,0.0,0.0,0.0,5.0,5.0,10,"trunk road, 5 school, 5 transit"
89618921dc7ffff,12.969606111111112,77.74997966666666,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
896189253cbffff,12.959083320325115,77.65431953918353,tertiary,0.45,1.0,0.0,1.0,0.0,0.0,2,"tertiary road, 1 retail, 1 hospital"
8960145b567ffff,12.97725626153846,77.5612642076923,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89601458293ffff,13.007130044052865,77.52672788458149,trunk,0.9,0.0,0.0,0.0,1.0,0.0,1,"trunk road, 1 school"
89601459057ffff,13.049016076190478,77.54823748571428,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618925c17ffff,12.92382087132832,77.61851675140845,primary,0.8,1.0,0.0,2.0,3.0,0.0,6,"primary road, 2 retail, 3 school, 1 hospital"
8960145a46bffff,12.93801652288739,77.55709415384037,secondary,0.6,1.0,0.0,1.0,1.0,0.0,3,"secondary road, 1 retail, 1 school, 1 hospital"
8960145b327ffff,13.008096713532847,77.54602184343234,secondary,0.6,2.0,0.0,0.0,2.0,0.0,4,"secondary road, 2 school, 2 hospital"
8960145b373ffff,13.013338014220183,77.55465504412267,primary,0.8,1.0,1.0,0.0,0.0,1.0,3,"primary road, 1 market, 1 hospital, 1 transit"
89618925d1bffff,12.920482181395348,77.60053446744186,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
89618921d87ffff,12.961375965517242,77.74780684482758,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
89618925a57ffff,12.966945218181818,77.60995443636364,primary,0.8,1.0,0.0,0.0,3.0,1.0,5,"primary road, 3 school, 1 hospital, 1 transit"
8961892097bffff,12.942565629763273,77.69732621565753,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
89618920b23ffff,12.95615858,77.695088116,residential,0.25,0.0,1.0,0.0,0.0,1.0,2,"residential road, 1 market, 1 transit"
896014598cbffff,13.049524893430656,77.49579273065693,tertiary,0.45,0.0,0.0,0.0,0.0,4.0,4,"tertiary road, 4 transit"
896014595b7ffff,13.013103884,77.53479318,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
8960145b153ffff,12.992615968421052,77.55859723157896,residential,0.25,1.0,0.0,0.0,0.0,1.0,2,"residential road, 1 hospital, 1 transit"
89618924a63ffff,12.91746644161074,77.57329023333334,primary,0.8,0.0,0.0,0.0,0.0,11.0,11,"primary road, 11 transit"
89618925babffff,12.951537088372094,77.58289476511628,secondary,0.6,0.0,0.0,0.0,1.0,0.0,1,"secondary road, 1 school"
89618925c83ffff,12.917703065384616,77.62271156153847,trunk_link,0.2,0.0,0.0,0.0,0.0,3.0,3,"trunk_link road, 3 transit"
8960145b28bffff,13.011034087272728,77.5836094709091,trunk_link,0.2,0.0,0.0,0.0,0.0,2.0,2,"trunk_link road, 2 transit"
89618925db3ffff,12.909753911111112,77.59512026666667,secondary,0.6,0.0,0.0,0.0,2.0,0.0,2,"secondary road, 2 school"
8960169052fffff,13.183751247503888,77.67971735507777,secondary,0.6,0.0,0.0,0.0,0.0,1.0,1,"secondary road, 1 transit"
89618925bd3ffff,12.952910355,77.595592475,tertiary,0.45,0.0,0.0,0.0,1.0,0.0,1,"tertiary road, 1 school"
8961892e907ffff,12.983821890458016,77.60846949064886,unclassified,0.3,0.0,0.0,0.0,1.0,0.0,1,"unclassified road, 1 school"
896189253c3ffff,12.956364274233769,77.65356692906047,tertiary,0.45,1.0,0.0,1.0,1.0,0.0,3,"tertiary road, 1 retail, 1 school, 1 hospital"
8960145b4b3ffff,12.968016551555516,77.58855177786333,unclassified,0.3,1.0,0.0,0.0,0.0,3.0,4,"unclassified road, 1 hospital, 3 transit"
896014586d7ffff,12.997956675842026,77.54378473444459,secondary,0.6,4.0,0.0,0.0,0.0,0.0,4,"secondary road, 4 hospital"
8960145a15bffff,12.94275388,77.53095907,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8961892190fffff,12.98903635,77.727921075,primary,0.8,1.0,0.0,0.0,0.0,0.0,1,"primary road, 1 hospital"
8960145b5b7ffff,12.960467852380951,77.5633741642857,residential,0.25,0.0,0.0,0.0,4.0,0.0,4,"residential road, 4 school"
8960145b11bffff,12.98686924249364,77.55556488015267,residential,0.25,1.0,0.0,0.0,0.0,1.0,2,"residential road, 1 hospital, 1 transit"
89618920907ffff,12.931938391768986,77.69580948619134,secondary,0.6,0.0,0.0,1.0,0.0,0.0,1,"secondary road, 1 retail"
89618921d4bffff,12.98045005862069,77.75160604482758,primary,0.8,0.0,0.0,1.0,1.0,1.0,3,"primary road, 1 retail, 1 school, 1 transit"
8960145a613ffff,12.946368564814817,77.56722612777777,residential,0.25,2.0,0.0,0.0,3.0,1.0,6,"residential road, 3 school, 2 hospital, 1 transit"
8961892594bffff,12.944513741935484,77.5860889983871,residential,0.25,1.0,0.0,0.0,3.0,1.0,5,"residential road, 3 school, 1 hospital, 1 transit"
89618920e93ffff,12.938143410909092,77.74682562181818,primary,0.8,1.0,1.0,1.0,2.0,0.0,5,"primary road, 1 market, 1 retail, 2 school, 1 hospital"
8961892436fffff,12.913758327826086,77.6074592115942,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960169644bffff,13.0947122,77.59714966842105,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
89618924a57ffff,12.916753385714284,77.57987709285715,primary,0.8,1.0,0.0,0.0,0.0,0.0,1,"primary road, 1 hospital"
8960145b60fffff,13.003988865,77.59369766500001,primary,0.8,0.0,0.0,0.0,1.0,1.0,2,"primary road, 1 school, 1 transit"
89618924a43ffff,12.919645875675675,77.58067693243243,tertiary,0.45,0.0,0.0,0.0,0.0,1.0,1,"tertiary road, 1 transit"
89618920b3bffff,12.956894873049452,77.69895010320457,primary,0.8,1.0,0.0,1.0,0.0,0.0,2,"primary road, 1 retail, 1 hospital"
896014584d3ffff,12.975814746153846,77.54216195384615,secondary,0.6,2.0,0.0,0.0,0.0,0.0,2,"secondary road, 2 hospital"
896189258d7ffff,12.937488456097562,77.61062278536585,primary,0.8,0.0,0.0,1.0,0.0,1.0,2,"primary road, 1 retail, 1 transit"
896189246c7ffff,12.894393660888609,77.6572270532734,tertiary,0.45,0.0,0.0,2.0,0.0,0.0,2,"tertiary road, 2 retail"
8961892cb03ffff,13.061072910526317,77.587364125,tertiary,0.45,0.0,0.0,0.0,2.0,2.0,4,"tertiary road, 2 school, 2 transit"
89618925377ffff,12.960470132432432,77.63933092702703,tertiary,0.45,0.0,0.0,0.0,2.0,0.0,2,"tertiary road, 2 school"
8960145b473ffff,12.984093725581396,77.58810971860466,secondary,0.6,0.0,0.0,0.0,0.0,2.0,2,"secondary road, 2 transit"
8960145a3a3ffff,12.949603454999998,77.52276617999999,trunk,0.9,0.0,0.0,0.0,0.0,0.0,0,trunk road
896014580c7ffff,12.99164858181818,77.52097507272728,trunk,0.9,0.0,0.0,0.0,0.0,2.0,2,"trunk road, 2 transit"
89618925ca7ffff,12.916697833333334,77.61060822222223,unclassified,0.3,0.0,0.0,0.0,1.0,0.0,1,"unclassified road, 1 school"
89601458597ffff,12.960862080666663,77.51234620199999,secondary,0.6,0.0,0.0,1.0,0.0,1.0,2,"secondary road, 1 retail, 1 transit"
8960145a32fffff,12.959356641482804,77.51635426116562,trunk,0.9,0.0,0.0,0.0,1.0,4.0,5,"trunk road, 1 school, 4 transit"
896189266abffff,12.840286126927063,77.67703861750846,tertiary,0.45,0.0,0.0,0.0,0.0,5.0,5,"tertiary road, 5 transit"
89618925b43ffff,12.96280931888889,77.58995186222222,primary,0.8,1.0,0.0,0.0,1.0,1.0,3,"primary road, 1 school, 1 hospital, 1 transit"
896189254cbffff,12.93010065,77.68647162142858,tertiary,0.45,0.0,0.0,0.0,0.0,0.0,0,tertiary road
8960145b59bffff,12.964325034026825,77.57663849514333,secondary,0.6,0.0,1.0,0.0,2.0,4.0,7,"secondary road, 1 market, 2 school, 4 transit"
896014514d7ffff,12.870381294285714,77.53772568571429,trunk,0.9,0.0,0.0,0.0,0.0,6.0,6,"trunk road, 6 transit"
8961892288fffff,12.883529271050977,77.75196529563998,primary_link,0.2,0.0,0.0,0.0,0.0,0.0,0,primary_link road
8960145a433ffff,12.9240725804179,77.55342078210683,tertiary,0.45,0.0,0.0,0.0,0.0,2.0,2,"tertiary road, 2 transit"
89601458463ffff,12.98543637210908,77.5269362623105,primary,0.8,0.0,0.0,0.0,0.0,0.0,0,primary road
8961892ec23ffff,12.978402199516434,77.64065836239376,secondary,0.6,1.0,1.0,0.0,0.0,4.0,6,"secondary road, 1 market, 1 hospital, 4 transit"
8960145a68bffff,12.944228656171468,77.57066273028778,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
8960145b303ffff,13.00838533139746,77.55611066479129,residential,0.25,0.0,0.0,0.0,0.0,0.0,0,residential road
89618925b57ffff,12.961482886885246,77.58886047868852,secondary,0.6,0.0,0.0,0.0,1.0,1.0,2,"secondary road, 1 school, 1 transit"
8960145ad87ffff,12.911184835328816,77.48056133724114,residential,0.25,2.0,0.0,0.0,1.0,3.0,6,"residential road, 1 school, 2 hospital, 3 transit"
89618925bb7ffff,12.945403092307693,77.57997535128206,secondary,0.6,1.0,0.0,0.0,0.0,4.0,5,"secondary road, 1 hospital, 4 transit"
8960145b157ffff,12.990080394904458,77.55617385541402,tertiary,0.45,2.0,0.0,1.0,0.0,1.0,4,"tertiary road, 1 retail, 2 hospital, 1 transit"
896014584c3ffff,12.979188533333334,77.54027090666666,primary,0.8,1.0,0.0,0.0,0.0,2.0,3,"primary road, 1 hospital, 2 transit"
89618925373ffff,12.96032913224928,77.64356723405167,primary,0.8,0.0,0.0,0.0,0.0,2.0,2,"primary road, 2 transit"
8961892e9a7ffff,12.976970833333333,77.60437805,secondary,0.6,0.0,0.0,0.0,0.0,0.0,0,secondary road
896014581cbffff,12.99003416897192,77.50302626719298,primary,0.8,0.0,0.0,0.0,0.0,1.0,1,"primary road, 1 transit"
8960145b413ffff,12.977282946153847,77.59187331538462,unclassified,0.3,0.0,0.0,0.0,0.0,0.0,0,unclassified road
8961892e007ffff,12.990937904334656,77.68773315885228,trunk,0.9,0.0,0.0,0.0,1.0,0.0,1,"trunk road, 1 school"
